F1 Game,Season,Division,Round,Sprint,Country,Track Name,Race Name,Position,Driver,Team,Points,DNF,PosChange,Qualifying
23,23,1,7,,Japan,Suzuka,Japanese Grand Prix,18,FVR Nyck,Alpine,0,DNF,-6,12
23,23,1,7,,Japan,Suzuka,Japanese Grand Prix,19,,,,,,
23,23,1,7,,Japan,Suzuka,Japanese Grand Prix,20,,,,,,
23,23,1,8,,Great Britain,Silverstone,British Grand Prix,1,SupplyRaptor,Red Bull,25,,0,1
23,23,1,8,,Great Britain,Silverstone,British Grand Prix,2,A11ila,Alfa Romeo,18,,9,11
23,23,1,8,,Great Britain,Silverstone,British Grand Prix,3,Joey1854,Haas,15,,0,3
23,23,1,8,,Great Britain,Silverstone,British Grand Prix,4,Yulian Kalenantovich,Ferrari,12,,5,9
23,23,1,8,,Great Britain,Silverstone,British Grand Prix,5,blurlxe,Alfa Romeo,10,,2,7
23,23,1,8,,Great Britain,Silverstone,British Grand Prix,6,II Mafio II,Aston Martin,8,,9,15
23,23,1,8,,Great Britain,Silverstone,British Grand Prix,7,xSk45x,Alpha Tauri,6,,-5,2
23,23,1,8,,Great Britain,Silverstone,British Grand Prix,8,Cbowers2000,Alpine,4,,-3,5
23,23,1,8,,Great Britain,Silverstone,British Grand Prix,9,Kroks,Aston Martin,2,,-3,6
23,23,1,8,,Great Britain,Silverstone,British Grand Prix,10,Bl3nd,Mclaren,1,,4,14
23,23,1,8,,Great Britain,Silverstone,British Grand Prix,11,Darius Cotiga,Alpine,0,,9,20
23,23,1,8,,Great Britain,Silverstone,British Grand Prix,12,Astrief,Williams,0,,6,18
23,23,1,8,,Great Britain,Silverstone,British Grand Prix,13,Alex Ferre,Alpha Tauri,0,,4,17
23,23,1,8,,Great Britain,Silverstone,British Grand Prix,14,Crukren89,Mercedes,0,,-1,13
23,23,1,8,,Great Britain,Silverstone,British Grand Prix,15,Spenny,Mclaren,0,,-3,12
23,23,1,8,,Great Britain,Silverstone,British Grand Prix,16,Jrepo11,Haas,0,,-8,8
23,23,1,8,,Great Britain,Silverstone,British Grand Prix,17,VIF Cxllum,Williams,0,,-1,16
23,23,1,8,,Great Britain,Silverstone,British Grand Prix,18,STB SemmieK,Red Bull,0,,-14,4
23,23,1,8,,Great Britain,Silverstone,British Grand Prix,19,Pauete18,Mercedes,0,,0,19
23,23,1,8,,Great Britain,Silverstone,British Grand Prix,20,Rah its Toby,Ferrari,0,,-10,10
23,23,1,9,,Belgium,Spa-Francorchamps,Belgian Grand Prix,1,xSk45x,Alpha Tauri,25,,2,3
23,23,1,9,,Belgium,Spa-Francorchamps,Belgian Grand Prix,2,A11ila,Alfa Romeo,18,,0,2
23,23,1,9,,Belgium,Spa-Francorchamps,Belgian Grand Prix,3,EQR Pztem,Ferrari,15,,5,8
23,23,1,9,,Belgium,Spa-Francorchamps,Belgian Grand Prix,4,Kroks,Aston Martin,12,,0,4
23,23,1,9,,Belgium,Spa-Francorchamps,Belgian Grand Prix,5,SHZ Milan,Mercedes,10,,-4,1
23,23,1,9,,Belgium,Spa-Francorchamps,Belgian Grand Prix,6,Spenny,Mclaren,8,,12,18
23,23,1,9,,Belgium,Spa-Francorchamps,Belgian Grand Prix,7,II Mafio II,Aston Martin,6,,6,13
23,23,1,9,,Belgium,Spa-Francorchamps,Belgian Grand Prix,8,blurlxe,Alpine,4,,1,9
23,23,1,9,,Belgium,Spa-Francorchamps,Belgian Grand Prix,9,Darius Cotiga,Mclaren,2,,-3,6
23,23,1,9,,Belgium,Spa-Francorchamps,Belgian Grand Prix,10,VIF Cxllum,Haas,1,,5,15
23,23,1,9,,Belgium,Spa-Francorchamps,Belgian Grand Prix,11,Thalo4,Williams,0,,8,19
23,23,1,9,,Belgium,Spa-Francorchamps,Belgian Grand Prix,12,Yulian Kalenantovich,Ferrari,0,,-1,11
23,23,1,9,,Belgium,Spa-Francorchamps,Belgian Grand Prix,13,Alex Ferre,Alpha Tauri,0,,3,16
23,23,1,9,,Belgium,Spa-Francorchamps,Belgian Grand Prix,14,Vettel24,Alfa Romeo,0,,3,17
23,23,1,9,,Belgium,Spa-Francorchamps,Belgian Grand Prix,15,Kappakox,Red Bull,0,,-1,14
23,23,1,9,,Belgium,Spa-Francorchamps,Belgian Grand Prix,16,Cbowers2000,Alpine,0,,-11,5
23,23,1,9,,Belgium,Spa-Francorchamps,Belgian Grand Prix,17,Haubica,Red Bull,0,,-5,12
23,23,1,9,,Belgium,Spa-Francorchamps,Belgian Grand Prix,18,Joey1854,Haas,0,DNF,-8,10
23,23,1,9,,Belgium,Spa-Francorchamps,Belgian Grand Prix,19,AliFerrari5,Williams,0,DNF,-12,7
23,23,1,9,,Belgium,Spa-Francorchamps,Belgian Grand Prix,20,SR Kisiel,Mercedes,0,DNF,0,20
23,23,1,10,,Italy,Monza,Italian Grand Prix,1,STB SemmieK,Red Bull,25,,2,3
23,23,1,10,,Italy,Monza,Italian Grand Prix,2,II Mafio II,Aston Martin,18,,6,8
23,23,1,10,,Italy,Monza,Italian Grand Prix,3,Cbowers2000,Alpine,15,,2,5
23,23,1,10,,Italy,Monza,Italian Grand Prix,4,A11ila,Alfa Romeo,12,,-2,2
23,23,1,10,,Italy,Monza,Italian Grand Prix,5,Kubawoz,Red Bull,10,,1,6
23,23,1,10,,Italy,Monza,Italian Grand Prix,6,Alex Ferre,Alpha Tauri,8,,7,13
23,23,1,10,,Italy,Monza,Italian Grand Prix,7,EQR Pztem,Ferrari,7,,0,7
23,23,1,10,,Italy,Monza,Italian Grand Prix,8,Darius Cotiga,Mclaren,4,,2,10
23,23,1,10,,Italy,Monza,Italian Grand Prix,9,SHZ Milan,Mercedes,2,,-8,1
23,23,1,10,,Italy,Monza,Italian Grand Prix,10,Jrepo11,Haas,1,,6,16
23,23,1,10,,Italy,Monza,Italian Grand Prix,11,brainycactus30,Mercedes,0,,1,12
23,23,1,10,,Italy,Monza,Italian Grand Prix,12,Kroks,Aston Martin,0,,-8,4
23,23,1,10,,Italy,Monza,Italian Grand Prix,13,Spenny,Mclaren,0,DNF,2,15
23,23,1,10,,Italy,Monza,Italian Grand Prix,14,SHZ Vortex,Alpine,0,DNF,-5,9
23,23,1,10,,Italy,Monza,Italian Grand Prix,15,Thalo4,Williams,0,DNF,-1,14
23,23,1,10,,Italy,Monza,Italian Grand Prix,16,Joey1854,Haas,0,DNF,-5,11
23,23,1,10,,Italy,Monza,Italian Grand Prix,17,,,,,,
23,23,1,10,,Italy,Monza,Italian Grand Prix,18,,,,,,
23,23,1,10,,Italy,Monza,Italian Grand Prix,19,,,,,,
23,23,1,10,,Italy,Monza,Italian Grand Prix,20,,,,,,
23,23,1,11,,United States,Circuit of the Americas,United States Grand Prix,1,,,,,,
23,23,1,11,,United States,Circuit of the Americas,United States Grand Prix,2,,,,,,
23,23,1,11,,United States,Circuit of the Americas,United States Grand Prix,3,,,,,,
23,23,1,11,,United States,Circuit of the Americas,United States Grand Prix,4,,,,,,
23,23,1,11,,United States,Circuit of the Americas,United States Grand Prix,5,,,,,,
23,23,1,11,,United States,Circuit of the Americas,United States Grand Prix,6,,,,,,
23,23,1,11,,United States,Circuit of the Americas,United States Grand Prix,7,,,,,,
23,23,1,11,,United States,Circuit of the Americas,United States Grand Prix,8,,,,,,
23,23,1,11,,United States,Circuit of the Americas,United States Grand Prix,9,,,,,,
23,23,1,11,,United States,Circuit of the Americas,United States Grand Prix,10,,,,,,
23,23,1,11,,United States,Circuit of the Americas,United States Grand Prix,11,,,,,,
23,23,1,11,,United States,Circuit of the Americas,United States Grand Prix,12,,,,,,
23,23,1,11,,United States,Circuit of the Americas,United States Grand Prix,13,,,,,,
23,23,1,11,,United States,Circuit of the Americas,United States Grand Prix,14,,,,,,
23,23,1,11,,United States,Circuit of the Americas,United States Grand Prix,15,,,,,,
23,23,1,11,,United States,Circuit of the Americas,United States Grand Prix,16,,,,,,
23,23,1,11,,United States,Circuit of the Americas,United States Grand Prix,17,,,,,,
23,23,1,11,,United States,Circuit of the Americas,United States Grand Prix,18,,,,,,
23,23,1,11,,United States,Circuit of the Americas,United States Grand Prix,19,,,,,,
23,23,1,11,,United States,Circuit of the Americas,United States Grand Prix,20,,,,,,
23,23,1,12,,United States,Las Vegas,Las Vegas Grand Prix,1,,,,,,
23,23,1,12,,United States,Las Vegas,Las Vegas Grand Prix,2,,,,,,
23,23,1,12,,United States,Las Vegas,Las Vegas Grand Prix,3,,,,,,
23,23,1,12,,United States,Las Vegas,Las Vegas Grand Prix,4,,,,,,
23,23,1,12,,United States,Las Vegas,Las Vegas Grand Prix,5,,,,,,
23,23,1,12,,United States,Las Vegas,Las Vegas Grand Prix,6,,,,,,
23,23,1,12,,United States,Las Vegas,Las Vegas Grand Prix,7,,,,,,
23,23,1,12,,United States,Las Vegas,Las Vegas Grand Prix,8,,,,,,
23,23,1,12,,United States,Las Vegas,Las Vegas Grand Prix,9,,,,,,
23,23,1,12,,United States,Las Vegas,Las Vegas Grand Prix,10,,,,,,
23,23,1,12,,United States,Las Vegas,Las Vegas Grand Prix,11,,,,,,
23,23,1,12,,United States,Las Vegas,Las Vegas Grand Prix,12,,,,,,
23,23,1,12,,United States,Las Vegas,Las Vegas Grand Prix,13,,,,,,
23,23,1,12,,United States,Las Vegas,Las Vegas Grand Prix,14,,,,,,
23,23,1,12,,United States,Las Vegas,Las Vegas Grand Prix,15,,,,,,
23,23,1,12,,United States,Las Vegas,Las Vegas Grand Prix,16,,,,,,
23,23,1,12,,United States,Las Vegas,Las Vegas Grand Prix,17,,,,,,
23,23,1,12,,United States,Las Vegas,Las Vegas Grand Prix,18,,,,,,
23,23,1,12,,United States,Las Vegas,Las Vegas Grand Prix,19,,,,,,
23,23,1,12,,United States,Las Vegas,Las Vegas Grand Prix,20,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,1,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,2,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,3,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,4,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,5,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,6,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,7,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,8,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,9,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,10,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,11,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,12,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,13,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,14,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,15,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,16,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,17,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,18,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,19,,,,,,
23,23,1,13,Spint,Qatar,Losail,Qatar Grand Prix,20,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,1,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,2,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,3,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,4,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,5,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,6,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,7,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,8,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,9,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,10,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,11,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,12,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,13,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,14,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,15,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,16,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,17,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,18,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,19,,,,,,
23,23,1,13,,Qatar,Losail,Qatar Grand Prix,20,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,1,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,2,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,3,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,4,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,5,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,6,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,7,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,8,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,9,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,10,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,11,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,12,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,13,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,14,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,15,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,16,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,17,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,18,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,19,,,,,,
23,23,1,14,Spint,Brazil,Interlagos,Brazilian Grand Prix,20,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,1,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,2,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,3,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,4,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,5,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,6,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,7,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,8,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,9,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,10,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,11,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,12,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,13,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,14,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,15,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,16,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,17,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,18,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,19,,,,,,
23,23,1,14,,Brazil,Interlagos,Brazilian Grand Prix,20,,,,,,